Washington Reported Point Source Emissions (2009 – 2019),,,,,,,,,,,,,,,,
Last Updated: Jan. 2021,,,,,,,,,,,,,,,,
All Emissions Reported as Tons per Year,,,,,,,,,,,,,,,,
,,,,Criteria Pollutant Emissions (Facility Totals),,,,,,,,,,,,
2013,Dept. of Ecology Industrial Section,GRAYS HARBOR,"COSMO Specialty Fibers, Inc.",285.16,285.16,230.2,373.9,23.46,285.4,,1701 First St,Cosmopolis,98537,46.95567,-123.76408,HAP and CAP Major
2013,Dept. of Ecology Industrial Section,JEFFERSON,Pt Townsend Paper,291,224,198,482,49,821,36,100 Mill Road,Port Townsend,98368,48.09519,-122.79854,HAP and CAP Major
2013,Dept. of Ecology Industrial Section,PIERCE,Simpson Tacoma Kraft,154.5,141,262.59,889.8,79.06,1107.5,5.2,801 Portland Ave,Tacoma,98421,47.26167,-122.42278,HAP and CAP Major
2013,Dept. of Ecology Industrial Section,WALLA WALLA,Boise Paper,122.79,118.49,534.3,629.12,1577.77,1007.87,37,31831 W Hwy 12,Wallula,99363,46.05722,-118.92167,HAP and CAP Major
2013,Dept. of Ecology Industrial Section,WHATCOM,Alcoa Primary Metals Intalco Works,704.5665,704.5665,4671.550425,219.57,281.48,33097.94,,4050 Mountain View Rd,Ferndale,98248-0937,48.84722,-122.71278,HAP and CAP Major
2013,Dept. of Ecology Nuclear Waste Section,BENTON,U.S. Dept of Energy,0,0,0,9,5,8,5,Hanford Reservation,Richland,99352,46.278,-119.275,HAP and CAP Major
2013,Northwest Clean Air Agency,ISLAND,NAS WHIDBEY,17.8,16.7,4.4,7.1,33.9,13,0.602,NAS WHIDBEY ISLAND - AULT FIELD AND SEAPLANE BASE,Oak Harbor,98278-3500,48.34319,-122.66936,HAP and CAP Major
2013,Northwest Clean Air Agency,SKAGIT,Air Liquide,1.28,1.28,0.22,9.48,1.6,6.19,,8581 S. Texas Road,Anacortes,98221-9340,48.46736,-122.55381,CAP Major
2013,Northwest Clean Air Agency,SKAGIT,CHEMTRADE,0,0,177,10,0,5,0,8579 N TEXAS RD,Anacortes,98221-8603,48.50944,-122.57694,CAP Major
2013,Northwest Clean Air Agency,SKAGIT,FIBREX CORPORATION,0,0,0,0,8.85,0,0,750 S SPRUCE ST,Burlington,98233-2240,48.88722,-122.32972,HAP Major
2013,Northwest Clean Air Agency,SKAGIT,JANICKI INDUSTRIES,0,0,0,2,45.7,2,,1476 MOORE STREET,Sedro-Woolley,98284-7522,48.51536,-122.21367,Synthetic Non-Major
2013,Northwest Clean Air Agency,SKAGIT,Linde Gas North America,1.23,1.23,0.000285,9.6,2.21,17.21,1.19,8579 S. Texas Road,Anacortes,98221,48.46571,-122.55612,CAP Major
2013,Northwest Clean Air Agency,SKAGIT,NORDIC TUGS INC,0,0,0,0,1,0,0,11367 HIGGINS AIRPORT WAY,Burlington,98233-5309,48.50833,-122.59583,HAP Major
2013,Northwest Clean Air Agency,SKAGIT,NORTHWEST PIPELINE GP MT VERNON,2.6,2.6,0.5,45.4,4.5,59.45,0,15498 LANGE RD,Mount Vernon,98273-8537,48.41333,-122.20917,HAP and CAP Major
2013,Northwest Clean Air Agency,SKAGIT,PACIFIC WOODTECH,0.02,0,0,2.03,33.77,2.8,0,1850 PARK LANE,Burlington,98233-0465,48.61472,-122.34028,HAP Major
2013,Northwest Clean Air Agency,SKAGIT,PSE FREDONIA,6,6,2,217,2,2,2,13085 Ball Road,Mount Vernon,98273-8201,48.42556,-122.39056,CAP Major
2013,Northwest Clean Air Agency,SKAGIT,PUGET SOUND REFINING COMPANY,192.57,189.671,466.29,1408.7,574.66,560.19,4.5455,8505 SOUTH TEXAS ROAD,Anacortes,98221-9340,48.46661,-122.56197,CAP Major
2013,Northwest Clean Air Agency,SKAGIT,SIERRA PACIFIC INDUSTRIES,45,41,1,159,66,277,4,14353 Mcfarland Road,Mount Vernon,98273-8232,48.45751,-122.42352,HAP and CAP Major
2013,Northwest Clean Air Agency,SKAGIT,Tesoro Logistics Operations LLC,0,0,,,0.807,,,7969 North Texas Road,Anacortes,98221,48.4796,-122.57183,CAP Major
2013,Northwest Clean Air Agency,SKAGIT,TESORO NORTHWEST COMPANY,143,118,237,1731,765,638,12,10200 W MARCH POINT RD,Anacortes,98221-8662,48.49722,-122.56417,HAP and CAP Major
2013,Northwest Clean Air Agency,WHATCOM,BP CHERRY POINT REFINERY,98,98,879,1959,517,691,4.104,4519 GRANDVIEW RD,Blaine,98230-9640,48.89194,-122.73453,HAP and CAP Major
2013,Northwest Clean Air Agency,WHATCOM,"CHEMCO, INC.",0,0,0,1,21,1,0,4191 GRANDVIEW ROAD,Ferndale,98248-8540,48.89297,-122.7026,HAP Major
2013,Northwest Clean Air Agency,WHATCOM,"ERSHIGS, INC.",0,0,0,0,18.1,0,0,742 MARINE DRIVE,Bellingham,98227-1707,48.88861,-122.5244,HAP Major
2013,Northwest Clean Air Agency,WHATCOM,Lehigh Cement Company,9.05,9.05,,,,,,741 Marine Drive,Bellingham,98225,48.76913,-122.52457,Synthetic Non-Major
2013,Northwest Clean Air Agency,WHATCOM,MAAX US CORP,0,0,0,0,10,0,0,2150 DIVISION ST,Bellingham,98226-9142,48.79803,-122.44739,HAP Major
2013,Northwest Clean Air Agency,WHATCOM,MOUNT BAKER PRODUCTS,8,7,1,27,8,8,,2929 ROEDER AVE,Bellingham,98227-0997,48.76111,-122.50806,Non-Major
2013,Northwest Clean Air Agency,WHATCOM,NORTHWEST PIPELINE GP SUMAS,4.1,4.1,8.1,143.2,7.3,17.7,0,4738 JONES RD,Sumas,98295-9405,48.88444,-122.21806,HAP and CAP Major
2013,Northwest Clean Air Agency,WHATCOM,PHILLIPS 66,65,65,46,784,869,220,4,3901 UNICK RD,Ferndale,98248-9003,48.83389,-122.69056,CAP Major
2013,Northwest Clean Air Agency,WHATCOM,PSE ENCOGEN GENERATING STATION,1,0,6,31,0,7,9,915 CORNWALL AVE,Bellingham,98225-5030,48.74556,-122.48333,CAP Major
2013,Northwest Clean Air Agency,WHATCOM,PSE Ferndale Generating Station,25.2,25.2,15.12,84.23,9.4,9.7,2.66,5105 LAKE TERRELL RD,Ferndale,98248-9596,48.84083,-122.68723,CAP Major
2013,Northwest Clean Air Agency,WHATCOM,PSE SUMAS,9.8,9.8,3.7,38.1,0.01,0.2,8,1340 THOMPSON LANE,Sumas,98295,48.99278,-122.25361,HAP Major
2013,Northwest Clean Air Agency,WHATCOM,PSE WHITEHORN,2,2,0,84,0,8,0,4530 BROWN RD,Blaine,98230-9063,48.88486,-122.73181,CAP Major
2013,Olympic Region Clean Air Agency,CLALLAM,Interfor Pacific Inc - Forks Division,3.66,3.53,4,11,26.9,95,,143 Sitkum Solduc Rd,Forks,98331,47.9714,-124.399545,HAP Major
2013,Olympic Region Clean Air Agency,CLALLAM,Nippon Paper Industries USA Co LTD,34.13,30.63,174.81,149.6,12.508,886.18,,1902 Marine Dr,Port Angeles,98362,48.135179,-123.466428,Unknown
2013,Olympic Region Clean Air Agency,GRAYS HARBOR,Grays Harbor Energy,13.71,13.71,0.71,45.3,1.5,7.9,4.881,401 Keys Rd,Elma,98541,46.967565,-123.481109,CAP Major
2013,Olympic Region Clean Air Agency,GRAYS HARBOR,Harbor Paper LLC,37,29,4,67,2,117,,801 23rd St,Hoquiam,98550,46.970326,-123.87403,Unknown
2013,Olympic Region Clean Air Agency,GRAYS HARBOR,Little Green LLC,0,0,,2.5,19,2.1,,2999 John - Stevens Wy,Hoquiam,98550,46.97085,-123.85647,HAP Major
2013,Olympic Region Clean Air Agency,GRAYS HARBOR,Rohm & Haas Chemicals LLC,0.94,0.94,0.122,9.83,8.81,10.56,,4800 State Rt 12,Elma,98541,46.99747,-123.38224,HAP Major
2013,Olympic Region Clean Air Agency,GRAYS HARBOR,Sierra Pacific Industries - Cogeneration,3.7,2.4,0.8,109.3,1.4,249.5,10.8415,301 Hagara St,Aberdeen,98520,46.973,-123.77583,Unknown
2013,Olympic Region Clean Air Agency,GRAYS HARBOR,Sierra Pacific Industries-Lumber Mill,18.3,9.75,,,65.8,,,301 Hagara St,Aberdeen,98520,46.97305,-123.77521,HAP Major
2013,Olympic Region Clean Air Agency,GRAYS HARBOR,Simpson Door Co,14.024,1.021,0.601,0.2,10.011,0.22,,400 Simpson Ave,Mccleary,98557,47.0595,-123.2664,Unknown
2013,Olympic Region Clean Air Agency,GRAYS HARBOR,Westport LLC,0,0,,,12.6,,,1807 Nyhus St,Westport,98595,46.9057,-124.10851,HAP Major
2013,Olympic Region Clean Air Agency,MASON,Olympic Panel Products Llc,39.2,20.5,,,112.4,,,204 E Railroad,Shelton,98584,47.21471,-123.09538,Unknown
2013,Olympic Region Clean Air Agency,MASON,Simpson Lumber Co LLC,47.13,30.43,0.342,76,95.59,165.9,,3rd & Franklin,Shelton,98584,47.21233,-123.09561,HAP Major
2013,Olympic Region Clean Air Agency,PACIFIC,Weyerhaeuser NR Raymond Lumbermill,12.1,6.3,0.3,66,44.1,55.8,,51 Ellis St,Raymond,98577,46.69141,-123.74111,Unknown
2013,Olympic Region Clean Air Agency,THURSTON,Aquatic Co,0,0,,,15.4,,,801 Northern Pacific,Yelm,98597,46.95048,-122.59767,HAP Major
2013,Olympic Region Clean Air Agency,THURSTON,Crown Cork & Seal Co Inc,0.48,0.48,0.002,4,169.63,0.85,,1202 Fones Rd,Olympia,98501,47.0397,-122.84559,HAP Major
2013,Puget Sound Clean Air Agency,KING,Aero-Lac Inc,0,0,,,24.4765,,,420 S 96th St Space #11,Seattle,98108,47.5175362,122.325943,
2013,Puget Sound Clean Air Agency,KING,"Ash Grove Cement Co, E Marginal",35.706,28.2665,42.1995,996.6215,,731.3525,,3801 E Marginal Way S,Seattle,98134-1113,47.56799,-122.34255,Unknown
2013,Puget Sound Clean Air Agency,KING,Boeing Commercial Airplane Auburn,0,0,,68.8885,152.235,29.5635,,700 15th St SW,Auburn,98002,47.282303,-122.238361,HAP Major
2013,Puget Sound Clean Air Agency,KING,Boeing Commercial Airplane Renton,1.4315,1.4305,0.182,39.758,254.3355,15.1595,0.5685,737 Logan Ave N  Bldg 10 - 20,Renton,98055,47.492662,-122.208773,HAP Major
2013,Puget Sound Clean Air Agency,KING,Boeing Commercial Airplane Seattle,0,0,,28.661,136.3755,,0.7045,7700 E Marginal Wy S,Seattle,98108,47.53507,-122.313656,Unknown
2013,Puget Sound Clean Air Agency,KING,"BP West Coast Products, Seattle Terminal",0,0,,,36.995,,,1652 SW Lander St,Seattle,98134,47.58294573,122.3571918,
2013,Puget Sound Clean Air Agency,KING,Capital Industries Inc,0,0,,,23.9685,,,5801 3rd Ave S,Seattle,98108,47.55085567,122.3314016,
2013,Puget Sound Clean Air Agency,KING,CertainTeed Gypsum Manufacturing Inc,27.651,13.825,,40.872,,19.774,,5931 E Marginal Wy S,Seattle,98134-2414,47.54818737,122.3367516,
2013,Puget Sound Clean Air Agency,KING,Coatings Unlimited Inc,0,0,,,31.136,,,18420 68th Ave S Ste 110,Kent,98032,47.437853,122.244052,
2013,Puget Sound Clean Air Agency,KING,ColorGraphics Inc (Cenveo West),0,0,,,19.392,,,1421 S Dean St,Seattle,98144,47.59546,122.31327,
2013,Puget Sound Clean Air Agency,KING,Delta Marine Industries Inc,0,0,,,9.263,,,1608 S 96th St,Seattle,98108-5198,47.51925526,122.3132074,
2013,Puget Sound Clean Air Agency,KING,Enwave,0,0,,208.8125,,68.962,,1319 Western Ave,Seattle,98101,47.605944,-122.336118,Unknown
2013,Puget Sound Clean Air Agency,KING,Equilon Enterprises LLC dba Shell Oil Products US,0,0,,,26.9295,,,2555 13th Ave SW,Seattle,98134,47.58157596,122.353618,
2013,Puget Sound Clean Air Agency,KING,Fluid Motion LLC,0,0,,,0.331,,,47 37th St NE,Auburn,98002,47.340195,122.226978,
2013,Puget Sound Clean Air Agency,KING,Foss Maritime Co,0,0,,,13.633,,,660 W Ewing St,Seattle,98119,47.65243,122.366029,
2013,Puget Sound Clean Air Agency,KING,Franz Seattle Division - 6th Ave.,0,0,,,79.81,,,2901 6th Ave S,Seattle,98134,47.577453,-122.326107,
2013,Puget Sound Clean Air Agency,KING,Franz Seattle Division - Weller St.,0,0,,,89.61,,,2006 S Weller St,Seattle,98144,47.597568,-122.304299,
2013,Puget Sound Clean Air Agency,KING,Hexcel Corporation,0.78,0.169,0.0135,2.257,10.3705,1.8755,,19819 84th Ave S,Kent,98032,47.42513485,122.2282491,
2013,Puget Sound Clean Air Agency,KING,Hytek Finishes Co,0.093,0,0.0185,3.105,27.4635,0.621,,8127 S 216th St,Kent,98032,47.42243568,122.2282886,
2013,Puget Sound Clean Air Agency,KING,"Industrial Container Services - WA, LLC",0,0,,,57.027,,,7152 1st Ave S,Seattle,98108,47.53862944,122.3332845,
2013,Puget Sound Clean Air Agency,KING,Kenworth Truck Co - Renton,0.2425,0.2425,0.019,3.187,48.6165,2.677,,1601 N 8th St,Renton,98057,47.496361,-122.195932,
2013,Puget Sound Clean Air Agency,KING,"Kinder Morgan Liquids Terminal, LLC",0.064,0,0.005,0.844,45.1825,0.709,,2720 13th Ave SW,Seattle,98134,47.58407564,122.3501294,
2013,Puget Sound Clean Air Agency,KING,King Co Ntrl Res Wastewater Treatment,1.1165,0,5.054,43.752,4.0125,24.9075,,1400 Utah St W (West Point),Seattle,98199,47.661343,-122.431308,HAP Major
2013,Puget Sound Clean Air Agency,KING,King Co Solid Waste Op Sec Cedar Hills,0,0,11.7975,22.4765,0.319,0.2885,,16645 228th Ave SE,Maple Valley,98038,47.41669,-122.040227,HAP Major
2013,Puget Sound Clean Air Agency,KING,King Co. DNRP Wastewater Treatment,0.028,0,0.063,3.284,6.2865,11.348,,1200 Monster Rd SW,Renton,98055,47.46931428,122.2415359,
2013,Puget Sound Clean Air Agency,KING,LDC Washington LLC,10.998,0,,,,,,,,,,,
2013,Puget Sound Clean Air Agency,KING,Magnetic & Penetrant Services/MAPSCO,0,0,,,8.3645,,,8135 1st Ave S,Seattle,98108,47.524768,122.329816,
2013,Puget Sound Clean Air Agency,KING,Nucor Steel Seattle Inc,0,0,74.9065,206.591,,256.7905,,2424 SW Andover St,Seattle,98106,47.570838,-122.365413,HAP Major
2013,Puget Sound Clean Air Agency,KING,Numatic Finishing,0,0,,,49.65,,,3126  C  St NE,Auburn,98002,47.335272,122.228775,
2013,Puget Sound Clean Air Agency,KING,Phillips 66 Company - Renton Terminal,0,0,,,16.841,,,2423 Lind Ave SW,Renton,98055,47.4565983,122.2238086,
2013,Puget Sound Clean Air Agency,KING,Protective Coatings Inc,0,0,,,39.311,,,1215 N 2nd Ave,Kent,98032-2993,47.39593367,122.2346391,
2013,Puget Sound Clean Air Agency,KING,Puget Sound Coatings,0.0225,0,,,33.049,,,9220 8th Ave S,Seattle,98108,47.52021817,122.3238213,
2013,Puget Sound Clean Air Agency,KING,Rexam Beverage Can Co,0.388,0,0.0305,5.1085,202.559,4.291,,1220 N 2nd Ave,Kent,98032,47.396549,-122.233403,HAP Major
2013,Puget Sound Clean Air Agency,KING,"Saint-Gobain Containers, Inc (2011), Ardagh Glass Inc (2014)",73.2605,70.1155,92.8025,166.4885,26.8,34.897,,5801 E Marginal Way S,Seattle,98134,47.5507,-122.3369,HAP Major
2013,Puget Sound Clean Air Agency,KING,Skills Paint Div,0,0,,,17.734,,,,,,,,
2013,Puget Sound Clean Air Agency,KING,Starbucks Coffee Co,24.331,0,0.093,21.0565,11.143,22.3745,,18411 77th Pl S,Kent,98032,47.437046,122.236511,
2013,Puget Sound Clean Air Agency,KING,"Terex Washington, Inc",0,0,,,25.9465,,,18700 NE 65th St,Redmond,98052,47.66349,122.09404,
2013,Puget Sound Clean Air Agency,KING,"Terex Washington, Inc",0,0,,,32.7005,,,18340 NE 76th St,Redmond,98052,47.67189,122.09588,
2013,Puget Sound Clean Air Agency,KING,"Todd Pacific Shipyards Corp (2009), Vigor Shipyards, Inc (2014)",0.043,0.0075,0.0005,0.046,71.391,0.0385,0.0015,1801 16th Ave SW,Seattle,98134,47.58608,-122.35552,Unknown
2013,Puget Sound Clean Air Agency,KING,Washington University of  Power Plant & Hospital,0,0,,91.6,,30.2,,"Plant Operations, Box 352160",Seattle,98195-2610,47.651521,-122.30499,
2013,Puget Sound Clean Air Agency,KING,Western Pneumatic Tube Co,0,0,,,48.2555,,,835 6th St S,Kirkland,98033,47.67794112,122.1968155,
2013,Puget Sound Clean Air Agency,KITSAP,Naval Base Kitsap at Bangor,0,0,,25.3375,,,,CNRNW,Bangor,98315,47.71809947,122.7466699,
2013,Puget Sound Clean Air Agency,KITSAP,Naval Base Kitsap at Bremerton,0,0,,42.619,,,,120 S Dewey St,Bremerton,98314,47.56488,122.64639,
2013,Puget Sound Clean Air Agency,KITSAP,US Navy Puget Sound Naval Shipyard PSNS,27.4405,7.1125,,,78.64,,,1400 Farragut Ave,Bremerton,98314,47.5602,-122.6368,HAP Major
2013,Puget Sound Clean Air Agency,PIERCE,"Arclin Surfaces Inc (2009), Arclin Surfaces LLC (2014)",0,0,,,13.4155,,,2144 Milwaukee Way,Tacoma,98421-2706,47.248079,-122.403195,
2013,Puget Sound Clean Air Agency,PIERCE,"Boeing Commercial Airplane, Frederickson",0,0,,,64.8835,,,18001 Canyon Rd E,Puyallup,98373,47.086178,-122.344276,Unknown
2013,Puget Sound Clean Air Agency,PIERCE,Carlisle Construction Materials Incorporated,0,0,,,75.278,,,,,,,,
2013,Puget Sound Clean Air Agency,PIERCE,Delta Prefinishing Corp,0,0,,,6.3175,,,4025 100th Ave SW,Lakewood,98499,47.16744278,122.4892886,
2013,Puget Sound Clean Air Agency,PIERCE,Frederickson Power LP,29.5,0,1.8,34.2,13.7,0.3,,18610 50th Ave E,Tacoma,98446,47.086227,-122.365678,
2013,Puget Sound Clean Air Agency,PIERCE,General Plastics Manufacturing Co,0,0,,,2.359,,,4910 Burlington Wy,Tacoma,98409,47.21243078,122.4881961,
2013,Puget Sound Clean Air Agency,PIERCE,Georgia-Pacific Gypsum LLC,34.713,33.476,,35.544,,95.4865,,1240 Alexander Ave E,Tacoma,98421-4104,47.269558,-122.394869,Unknown
2013,Puget Sound Clean Air Agency,PIERCE,Graymont Western US Inc,103.448,81.7775,3.157,66.974,2.9135,81.847,,1220 Alexander Ave,Tacoma,98421,47.271365,-122.397262,HAP Major
2013,Puget Sound Clean Air Agency,PIERCE,Ingersoll-Rand Industrial Tech,0,0,,,2.608,,,,,,,,
2013,Puget Sound Clean Air Agency,PIERCE,James Hardie Building Products Inc,0,0,,,8.54,,,,,,,,
2013,Puget Sound Clean Air Agency,PIERCE,Joint Base Lewis-McChord,5.0715,4.9965,1.91,80.491,34.615,53.6005,0.3955,Headquarters I Corps,Fort Lewis,98433,47.07899695,122.5806343,
2013,Puget Sound Clean Air Agency,PIERCE,Lianga Pacific Inc,0,0,,,36.9425,,0.0175,2120 Port Of Tacoma Rd,Tacoma,98421,47.25169,-122.38482,HAP Major
2013,Puget Sound Clean Air Agency,PIERCE,"Pacific Crest Industries, Inc. dba Bellmont Cabinets Company",0,0,,,66.0615,,,13610 52nd St E,Sumner,98390,47.21114,122.25059,
2013,Puget Sound Clean Air Agency,PIERCE,Pacific Northwest Baking Co,0,0,,,37.788,,,1307 Puyallup St,Sumner,98390,47.21279,122.23883,
2013,Puget Sound Clean Air Agency,PIERCE,Phillips 66 Company - Tacoma Terminal,0,0,,,28.9735,,,520 E D St,Tacoma,98421,47.2580628,122.4329049,
2013,Puget Sound Clean Air Agency,PIERCE,Pierce Co Recycling Composting and Disposal LLC,0,0,,,,74.9515,,30919 Meridian St E,Graham,98338,46.971045,-122.293929,
2013,Puget Sound Clean Air Agency,PIERCE,Rainier Richlite Co,0,0,,,2.985,,,624 E 15th St,Tacoma,98421,47.25076,122.42438,
2013,Puget Sound Clean Air Agency,PIERCE,Rainier Veneer Inc,21.7425,21.7425,2.8925,25.847,20.7395,30.758,,8220 Eustis Hunt Rd,Spanaway,98387,47.05337597,122.5404134,
2013,Puget Sound Clean Air Agency,PIERCE,"Simpson Lumber Company, LLC",37.569,0,0.072,6.305,38.683,6.305,,901 E 11th,Tacoma,98421,47.253701,-122.425775,
2013,Puget Sound Clean Air Agency,PIERCE,Toray Composites America Inc,0,0,,,53.4745,,,19002 50th Ave E,Tacoma,98446,47.087462,-122.361335,HAP Major
2013,Puget Sound Clean Air Agency,PIERCE,US Oil & Refining Co,11.9745,0,3.67,134.8935,182.5115,76.596,40.115,3001 Marshall Ave,Tacoma,98421,47.255968,-122.395211,HAP Major
2013,Puget Sound Clean Air Agency,PIERCE,"Washington Rock Quarries, Inc",0,0,,33.022,,30.932,,,,,,,
2013,Puget Sound Clean Air Agency,SNOHOMISH,"Achilles USA Inc, Kohkoku",0,0,,,1.2925,,,1407 80th St SW,Everett,98203,47.925841,122.253977,
2013,Puget Sound Clean Air Agency,SNOHOMISH,Artisan Finishing Systems Inc,0,0,,,3.494,,,14219 Smokey Pt Blvd Bldg 6,Marysville,98271,48.04232,122.17347,
2013,Puget Sound Clean Air Agency,SNOHOMISH,Blue Streak Finishers Ltd,0,0,,,3.63,,,1520 80th St SW Bldg A,Everett,98203,47.9256,122.25471,
2013,Puget Sound Clean Air Agency,SNOHOMISH,Boeing Commercial Airplane Group - Everett,0,0,,76.5915,527.6445,53.728,1.934,3003 W Casino Rd,Everett,98201,47.919607,-122.277239,HAP Major
2013,Puget Sound Clean Air Agency,SNOHOMISH,Canyon Creek Cabinet Co,0,0,,,64.445,,0.0025,16726 Tye St SE,Monroe,98272,47.869367,122.008846,
2013,Puget Sound Clean Air Agency,SNOHOMISH,Composite Aquatic Innovations dba Stark Bulkheads Inc,0,0,,,3.1185,,,20405 69th Ave NE,Arlington,98223,48.181029,122.137867,
2013,Puget Sound Clean Air Agency,SNOHOMISH,Hampton Lumber Mills Washington Inc,15.489,0,12.198,80.0885,68.106,81.984,,46921 288th NE Sauk Prairie Rd,Darrington,98241,48.26075,-121.59778,
2013,Puget Sound Clean Air Agency,SNOHOMISH,"Travis Industries, Inc",0,0,,,55.9095,,,4800 Harbour Pointe Blvd,Mukilteo,98275,47.90333333,122.2866667,
2013,Puget Sound Clean Air Agency,SNOHOMISH,Zodiac Aerospace,0,0,,,19.6955,,,"12810 State Ave, Bldg #1/#2",Marysville,98271,48.11314,122.17913,
2013,Southwest Clean Air Agency,CLARK,Clark Public Utilities / River Road Generating Project,32.219362,32.219362,3.714543,75.722592,0.049664,7.630587,1.039913461,5201 NW Lower River Road,Vancouver,98660-1066,45.6497889,122.7249083,CAP Major
2013,Southwest Clean Air Agency,CLARK,Northwest Pipeline GP / Washougal,4.59,4.59,0.24,43.77,6.17,14.84,,1309 NE Brown Road,Washougal,98671,45.6323611,122.3651583,HAP and CAP Major
2013,Southwest Clean Air Agency,CLARK,WaferTech LLC,1.09,1.09,0.1,3.44,1.73,0.13,0.0876,5509 NW Parker Street,Camas,98607-9299,45.6194722,122.4553305,Non-Major
2013,Southwest Clean Air Agency,COWLITZ,Bennu Glass LLC,1.7468,1.7109,16.02,25.57,11.2,1.77,,2310 N Hendrickson Drive,Kalama,98625,46.0321722,122.8647361,Non-Major
2013,Southwest Clean Air Agency,COWLITZ,"Emerald Kalama Chemical, LLC",15.0215,14.6445,2.228,82.897,13.602413,7.904604,0,1296 Third Street NW,Kalama,98625-9799,46.0219056,122.8569778,CAP Major
2013,Southwest Clean Air Agency,COWLITZ,Mint Farm Generating Station,23.916,23.916,3.463,45.061,6.289,2.988,6.904,1200 Prudential Boulevard,Longview,98632,46.1403444,122.9851889,CAP Major
2013,Southwest Clean Air Agency,LEWIS,Cardinal FG Winlock,12.158,9.476,54.261,774.221,13.871,246.509,,545 Avery Road West,Winlock,98596,46.5443083,122.9259583,CAP Major
2013,Southwest Clean Air Agency,LEWIS,Hampton Lumber Mills/Cowlitz Division - Morton,27.9,16.2,0.79,33.64,83.3,13.85,4.254325,302 State Route 7,Morton,98356,46.5662056,122.2688167,HAP and CAP Major
2013,Southwest Clean Air Agency,LEWIS,Hampton Lumber Mills/Cowlitz Division - Randle,19.99,4.84,6.8,29.58,50.03,37.44,0.01695,10166 US Highway 12,Randle,98377,46.532925,121.9185333,CAP Major
2013,Southwest Clean Air Agency,LEWIS,Northwest Pipeline GP / Chehalis,0.99,0.99,0.17,12.37,2.8,4.82,,156 W Meier Road,Chehalis,98532,46.5335222,122.8736444,HAP and CAP Major
2013,Southwest Clean Air Agency,LEWIS,PacifiCorp Energy / Chehalis Power Plant,48.27,48.27,4.748,86.15,6.41,16.36,1.28895,1813 Bishop Road,Chehalis,98532,46.622375,122.9142972,CAP Major
2013,Southwest Clean Air Agency,LEWIS,"TransAlta Centralia Generation, LLC",236.07,188.19,2820.05,7793.24,4.93002,1419.44,4.3929,913 Big Hanaford Road,Centralia,98531,46.7559777,122.8576027,HAP and CAP Major
2013,Southwest Clean Air Agency,LEWIS,"TransAlta Centralia Mining, LLC",20.50127,10.05417,0.0006,1.86,0.6854,0.683,,1015 Big Hanaford Road,Centralia,98531,46.7538806,122.8510694,CAP Major
2013,Spokane Regional Clean Air Agency,SPOKANE,Fiber-Tech Industries,0.12,0,,,33.34,,,3808 N Sullivan Rd Bldg 31,Spokane,99216,48.59278,-117.20333,HAP and CAP Major
2013,Spokane Regional Clean Air Agency,SPOKANE,Inland Empire Paper,52.52586,52.52586,0.18358,55.19,6.824615,7.61,0.36432,3320 N Argonne Rd,Spokane,99212,47.6875,-117.27944,CAP Major
2013,Spokane Regional Clean Air Agency,SPOKANE,Kaiser Trentwood,60.77,50.19,0.64,103.9,220.01,99.39,0.96,15000 E Euclid,Spokane,99216,47.68722,-117.2116,CAP Major
2013,Spokane Regional Clean Air Agency,SPOKANE,Melcher Mfg Co Inc,0.44,0.44,,,5.42,,,6017 E Mission Ave,Spokane,99212,47.67139,-117.32361,HAP Major
2013,Spokane Regional Clean Air Agency,SPOKANE,Mutual Materials,27.39015,6.81518,17.15405,9.029,0.612615,30.6538,0.04415,South 10627 State Route 27,Mica,99023,47.55944,-117.21278,HAP and CAP Major
2013,Spokane Regional Clean Air Agency,SPOKANE,Northside Landfill,0.67,0.67,0.3,1.49,1.97,0.14,,7202 N Nine Mile Rd,Spokane,99211,47.72817,-117.49446,CAP Major
2013,Spokane Regional Clean Air Agency,SPOKANE,Transcanada GTN System,3.97,3.97,2.13,71.71,5.7,68.03,,315 W Babb Rd,Rosalia,99170,47.27778,-117.40389,CAP Major
2013,Spokane Regional Clean Air Agency,SPOKANE,Waste To Energy,10.9,8.7,2.12,332.42,1.8,47.93,27.9,2900 S Geiger Blvd,Spokane,99224,47.66,-117.4225,HAP and CAP Major
2013,Yakima Regional Clean Air Agency,YAKIMA,Canam Steel Corp,0.045215,0,0,0.000085,23.45,0,,2002 Morgan,Sunnyside,98944,46.32806,-119.99528,CAP Major
2013,Yakima Regional Clean Air Agency,YAKIMA,Cheyne Landfill Yakima Co Pub SrvcS Solid Wst Div,3.70963,0.701995,0.000085,0.11,7.1,0.89,0,4970 Cheyne Road,Zillah,98953,46.475,-120.269,Non-Major
2013,Yakima Regional Clean Air Agency,YAKIMA,Shields Bag & Printing Co,0,0,0,3,373.6,0.6,0,1009 Rock Avenue,Yakima,98902,46.58917,-120.50556,CAP Major
2013,Yakima Regional Clean Air Agency,YAKIMA,Terrace Heights Landfill,13.3014,2.45221,0.0053,2.8,14.9,4.89,0,7601 Roza Hill Dr,Yakima,98901,46.60889,-120.3975,CAP Major
2012,Benton Clean Air Agency,BENTON,A & B Asphalt,0.4,0.2,5.9,2.9,35.3,5.46,,16004 E Field Rd,Benton City,99320,46.24194,-119.46694,Synthetic Non-Major
